Model,Mean CER,Mean WER,Avg Inference Time (s)
BiLSTM_CTC,0.07062797445813274,0.18940150294483807,0.2856256959438324
BiLSTM_Attn,0.07617821200229312,0.16464618906447823,0.5798004734516143
EasyOCR,0.2219496825879261,0.42678097119188213,3.060626178741455
